"Step","rule_based-run236  n=100 - GDP","rule_based-run236  n=100 - GDP__MIN","rule_based-run236  n=100 - GDP__MAX","independent_ppo-run5  n=100 - GDP","independent_ppo-run5  n=100 - GDP__MIN","independent_ppo-run5  n=100 - GDP__MAX","independent_ppo-run4  n=10 - GDP","independent_ppo-run4  n=10 - GDP__MIN","independent_ppo-run4  n=10 - GDP__MAX","bmfac-run106  n=100 - GDP","bmfac-run106  n=100 - GDP__MIN","bmfac-run106  n=100 - GDP__MAX","maddpg-run36  n=100 - GDP","maddpg-run36  n=100 - GDP__MIN","maddpg-run36  n=100 - GDP__MAX","bmfac-run112  n=10 - GDP","bmfac-run112  n=10 - GDP__MIN","bmfac-run112  n=10 - GDP__MAX","rule_based-run235  n=10 - GDP","rule_based-run235  n=10 - GDP__MIN","rule_based-run235  n=10 - GDP__MAX","maddpg-run35  n=10 - GDP","maddpg-run35  n=10 - GDP__MIN","maddpg-run35  n=10 - GDP__MAX"
"591","758307.0404742656","758307.0404742656","758307.0404742656","664652.3001739848","664652.3001739848","664652.3001739848","246724.0295909915","246724.0295909915","246724.0295909915","837243.2299118589","837243.2299118589","837243.2299118589","7745586.999971076","7745586.999971076","7745586.999971076","919354.1623378869","919354.1623378869","919354.1623378869","7534053.204218933","7534053.204218933","7534053.204218933","5786032.261601549","5786032.261601549","5786032.261601549"
"592","728959.6104334322","728959.6104334322","728959.6104334322","674404.3968823608","674404.3968823608","674404.3968823608","244214.3333359326","244214.3333359326","244214.3333359326","842504.8414938506","842504.8414938506","842504.8414938506","8326853.652830662","8326853.652830662","8326853.652830662","920323.315283205","920323.315283205","920323.315283205","8344010.95209392","8344010.95209392","8344010.95209392","3707099.0514529576","3707099.0514529576","3707099.0514529576"
"593","776568.6270253002","776568.6270253002","776568.6270253002","674703.9122331714","674703.9122331714","674703.9122331714","223340.66354081998","223340.66354081998","223340.66354081998","866800.0508849618","866800.0508849618","866800.0508849618","9422905.857227582","9422905.857227582","9422905.857227582","925568.0550929846","925568.0550929846","925568.0550929846","7147362.738893657","7147362.738893657","7147362.738893657","5167352.824891743","5167352.824891743","5167352.824891743"
"594","741270.4223201046","741270.4223201046","741270.4223201046","690075.825666673","690075.825666673","690075.825666673","217243.26744681556","217243.26744681556","217243.26744681556","844377.2324184834","844377.2324184834","844377.2324184834","7810454.02803634","7810454.02803634","7810454.02803634","901114.619262578","901114.619262578","901114.619262578","7770810.101692156","7770810.101692156","7770810.101692156","2273060.237673205","2273060.237673205","2273060.237673205"
"595","749796.627483354","749796.627483354","749796.627483354","674370.1728903445","674370.1728903445","674370.1728903445","221071.241087518","221071.241087518","221071.241087518","841708.5614760962","841708.5614760962","841708.5614760962","8939584.571923897","8939584.571923897","8939584.571923897","880414.6577541356","880414.6577541356","880414.6577541356","8604285.855436219","8604285.855436219","8604285.855436219","6946058.372577076","6946058.372577076","6946058.372577076"
"596","760146.8264777104","760146.8264777104","760146.8264777104","701856.904117591","701856.904117591","701856.904117591","228944.65071693275","228944.65071693275","228944.65071693275","795921.56303003","795921.56303003","795921.56303003","15489222.138651732","15489222.138651732","15489222.138651732","859354.4259194784","859354.4259194784","859354.4259194784","7837878.921454428","7837878.921454428","7837878.921454428","7224337.497519451","7224337.497519451","7224337.497519451"
"597","728762.4496429785","728762.4496429785","728762.4496429785","704488.9529433147","704488.9529433147","704488.9529433147","182567.28864744268","182567.28864744268","182567.28864744268","843757.5114590607","843757.5114590607","843757.5114590607","15927463.63187611","15927463.63187611","15927463.63187611","873467.7879891681","873467.7879891681","873467.7879891681","8123218.088494967","8123218.088494967","8123218.088494967","7689316.339556214","7689316.339556214","7689316.339556214"
"598","1320018.4569491027","1320018.4569491027","1320018.4569491027","809371.4860531508","809371.4860531508","809371.4860531508","161751.8406924842","161751.8406924842","161751.8406924842","813742.9630026598","813742.9630026598","813742.9630026598","10126761.848816106","10126761.848816106","10126761.848816106","831627.9980788222","831627.9980788222","831627.9980788222","8900268.947536428","8900268.947536428","8900268.947536428","6091802.056320518","6091802.056320518","6091802.056320518"
"599","787900.7422851354","787900.7422851354","787900.7422851354","690140.9752115766","690140.9752115766","690140.9752115766","220566.37784911424","220566.37784911424","220566.37784911424","887280.0913370971","887280.0913370971","887280.0913370971","8263711.092307899","8263711.092307899","8263711.092307899","851030.4528511794","851030.4528511794","851030.4528511794","8279945.549678174","8279945.549678174","8279945.549678174","5489335.188842283","5489335.188842283","5489335.188842283"
"600","747014.5633726167","747014.5633726167","747014.5633726167","666168.2915524318","666168.2915524318","666168.2915524318","198334.51429086624","198334.51429086624","198334.51429086624","841203.6034970746","841203.6034970746","841203.6034970746","7691329.679279418","7691329.679279418","7691329.679279418","815339.8231178349","815339.8231178349","815339.8231178349","8210941.178244914","8210941.178244914","8210941.178244914","6156402.341076318","6156402.341076318","6156402.341076318"
"601","1253653.0704879398","1253653.0704879398","1253653.0704879398","694429.6949319808","694429.6949319808","694429.6949319808","215664.8621427204","215664.8621427204","215664.8621427204","896419.8054842263","896419.8054842263","896419.8054842263","9895072.764310442","9895072.764310442","9895072.764310442","841745.5503838521","841745.5503838521","841745.5503838521","7667649.548254945","7667649.548254945","7667649.548254945","3344249.6744998833","3344249.6744998833","3344249.6744998833"
"602","762670.773488843","762670.773488843","762670.773488843","701084.2678076737","701084.2678076737","701084.2678076737","300714.70345647703","300714.70345647703","300714.70345647703","870097.601774882","870097.601774882","870097.601774882","8433155.762240574","8433155.762240574","8433155.762240574","785953.3744279535","785953.3744279535","785953.3744279535","8763377.753525253","8763377.753525253","8763377.753525253","7039163.274600125","7039163.274600125","7039163.274600125"
"603","764832.2858917863","764832.2858917863","764832.2858917863","665986.2995143645","665986.2995143645","665986.2995143645","256536.004642406","256536.004642406","256536.004642406","835814.4010395987","835814.4010395987","835814.4010395987","9815160.393261814","9815160.393261814","9815160.393261814","811726.4158502091","811726.4158502091","811726.4158502091","9019499.425917739","9019499.425917739","9019499.425917739","7127044.784990605","7127044.784990605","7127044.784990605"
"604","743250.1942075908","743250.1942075908","743250.1942075908","729768.1472723451","729768.1472723451","729768.1472723451","102666.74137990718","102666.74137990718","102666.74137990718","856854.4278776083","856854.4278776083","856854.4278776083","14884639.219766328","14884639.219766328","14884639.219766328","840803.8299817154","840803.8299817154","840803.8299817154","8518732.06210635","8518732.06210635","8518732.06210635","7970767.473431407","7970767.473431407","7970767.473431407"
"605","722732.1839621189","722732.1839621189","722732.1839621189","676128.9611916706","676128.9611916706","676128.9611916706","208104.43016816847","208104.43016816847","208104.43016816847","859405.832513682","859405.832513682","859405.832513682","10248007.059309656","10248007.059309656","10248007.059309656","829175.7914354289","829175.7914354289","829175.7914354289","7991261.0725301625","7991261.0725301625","7991261.0725301625","6656561.9966557445","6656561.9966557445","6656561.9966557445"
"606","726802.5003807386","726802.5003807386","726802.5003807386","700603.5487747112","700603.5487747112","700603.5487747112","214234.02494882693","214234.02494882693","214234.02494882693","905868.9724404525","905868.9724404525","905868.9724404525","9460312.48271443","9460312.48271443","9460312.48271443","842323.1473414708","842323.1473414708","842323.1473414708","8119684.096622665","8119684.096622665","8119684.096622665","7994883.227428799","7994883.227428799","7994883.227428799"
"607","773985.8561908728","773985.8561908728","773985.8561908728","705959.3859616951","705959.3859616951","705959.3859616951","281351.7997353546","281351.7997353546","281351.7997353546","864549.5211295141","864549.5211295141","864549.5211295141","8726639.350689359","8726639.350689359","8726639.350689359","856911.7325376434","856911.7325376434","856911.7325376434","7897350.548793216","7897350.548793216","7897350.548793216","4944680.224324163","4944680.224324163","4944680.224324163"
"608","787562.4056884436","787562.4056884436","787562.4056884436","701506.3803408394","701506.3803408394","701506.3803408394","224867.08575502533","224867.08575502533","224867.08575502533","876744.7587896737","876744.7587896737","876744.7587896737","7836328.793390034","7836328.793390034","7836328.793390034","865462.486706979","865462.486706979","865462.486706979","9189715.358347477","9189715.358347477","9189715.358347477","5545626.345809398","5545626.345809398","5545626.345809398"
"609","750712.8924385018","750712.8924385018","750712.8924385018","705708.3091544359","705708.3091544359","705708.3091544359","262016.3658512761","262016.3658512761","262016.3658512761","899740.201542267","899740.201542267","899740.201542267","8724504.716541907","8724504.716541907","8724504.716541907","800102.2717314678","800102.2717314678","800102.2717314678","7510476.40007018","7510476.40007018","7510476.40007018","4705335.639291024","4705335.639291024","4705335.639291024"
"610","743123.9044539722","743123.9044539722","743123.9044539722","720461.0788852285","720461.0788852285","720461.0788852285","219250.3369798505","219250.3369798505","219250.3369798505","870323.3353831094","870323.3353831094","870323.3353831094","10417154.584571324","10417154.584571324","10417154.584571324","848152.6769360809","848152.6769360809","848152.6769360809","7236476.661709651","7236476.661709651","7236476.661709651","5188854.517700237","5188854.517700237","5188854.517700237"
"611","757289.3936627893","757289.3936627893","757289.3936627893","696633.6474830107","696633.6474830107","696633.6474830107","214488.47774236047","214488.47774236047","214488.47774236047","900968.4101328502","900968.4101328502","900968.4101328502","8678681.594241487","8678681.594241487","8678681.594241487","814735.5764131309","814735.5764131309","814735.5764131309","8411142.77583277","8411142.77583277","8411142.77583277","4841104.271813417","4841104.271813417","4841104.271813417"
"612","746962.9200112144","746962.9200112144","746962.9200112144","730871.9112016966","730871.9112016966","730871.9112016966","260623.156959013","260623.156959013","260623.156959013","839510.9272726637","839510.9272726637","839510.9272726637","9978263.035966597","9978263.035966597","9978263.035966597","861771.8348928352","861771.8348928352","861771.8348928352","7610443.366855907","7610443.366855907","7610443.366855907","5069993.754302296","5069993.754302296","5069993.754302296"
"613","732299.7213539395","732299.7213539395","732299.7213539395","640170.907639631","640170.907639631","640170.907639631","250326.27364319854","250326.27364319854","250326.27364319854","837375.7776739049","837375.7776739049","837375.7776739049","9881512.146859417","9881512.146859417","9881512.146859417","827077.6662949262","827077.6662949262","827077.6662949262","7642601.529081435","7642601.529081435","7642601.529081435","5676878.900610804","5676878.900610804","5676878.900610804"
"614","757897.4075626864","757897.4075626864","757897.4075626864","684385.7651048118","684385.7651048118","684385.7651048118","310040.2697584414","310040.2697584414","310040.2697584414","814844.2087311902","814844.2087311902","814844.2087311902","8499830.236990618","8499830.236990618","8499830.236990618","850866.1842986265","850866.1842986265","850866.1842986265","7611670.324449655","7611670.324449655","7611670.324449655","4895318.699212037","4895318.699212037","4895318.699212037"
